date; time; temperature; humidity 
2023-01-07; 14:49:18; 21.0; 75
2023-01-07; 14:58:40; 21.0; 74
2023-01-07; 15:02:10; 21.0; 75
2023-01-07; 15:05:22; 21.0; 76
